   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	  181	  182	  183	  184	  185	  186	  187	  188	  189	  190	  191	  192	  193	  194	  195	  196	  197	  198	  199	  200	  201	  202	  203	  204	  205	  206	  207	  208	  209	  210	  211	  212	  213	  214	  215	  216	  217	  218	  219	  220	  221	  222	  223	
202		28090	30650	36411	40095	51850	43563	26514	47085	37797	52737	53491	 8121	 4773	21124	45273	30166	36911	33585	22423	42562	16366	34820	43474	45858	41795	45486	14401	32876	37371	25411	14156	34113	 5278	42878	16165	 5487	13312	39476	34973	24969	49243	22455	 1816	23915	 5251	12123	18389	22598	45530	39833	10489	26042	31869	48306	34637	33166	27984	19943	49079	17452	41752	32103	34474	21522	40504	47762	21693	  682	44339	35069	40782	16489	45323	 4135	59635	54568	34408	22700	36619	44331	24767	15252	12855	13474	54006	16290	13697	37049	43054	24784	34129	 2267	 5247	59732	54445	37985	 7359	11961	14312	56797	52078	11172	15714	11605	 6322	20252	42093	49772	59173	36538	40161	27603	34397	43103	12377	34967	14589	39281	42804	48213	30001	53769	47127	40915	29548	58868	 6249	 2611	44954	43022	44984	34547	10784	 2861	12675	46594	58164	58258	 9819	36725	50695	54677	34128	45432	 9152	38824	 4456	41763	23227	 6783	46280	40640	15728	10987	19962	48129	 4861	42482	 8444	25142	24595	 2543	19530	26141	12823	15999	18256	54679	39035	34569	56694	 4351	35164	13429	19567	19381	46231	23856	11504	29448	22947	 6552	 4298	12028	24305	16703	45380	16546	36639	47401	 3632	28537	 3664	38280	37123	53663	49026	56015	13473	35319	34726	23417	33330	42899	 8088	 6275	47296	52001	17998	 8941	 6660	27250	22704	13248	17427	36664	 3050	28298	37259	50428	22215	55964	36565	19936	
203		 2228	33344	10109	29196	16942	49456	10906	52753	22735	45731	32764	28834	 5110	40197	39855	11964	 1207	56949	 3112	24077	12629	26195	46131	29059	34178	29742	51951	54705	38579	20572	33498	 9509	 6818	56850	18815	 1885	34264	34947	16364	15350	40800	27934	37866	40577	 4723	30830	 2465	43185	54216	 3269	30893	43244	55440	27695	 4837	38532	 1617	 9421	 7448	42970	33870	53125	 8835	13628	55271	14546	35889	37404	 2647	32542	32252	38653	 3154	20536	 7405	15228	40850	14624	57951	11806	52003	 1269	 2362	13002	56029	20132	35956	 4594	30551	36923	55376	56304	47670	52768	39279	37748	55597	40451	50589	19793	22641	 3341	24874	31620	21616	52375	37591	12920	12721	44820	46200	54922	52331	10525	26188	53349	 8874	19924	35257	45534	44342	30952	 7428	38680	33318	15090	 3454	 2876	17401	37023	15372	33902	18016	  308	28683	54959	38081	46582	11316	56062	48341	 6831	47677	26468	13663	49783	33973	 5175	30253	56112	49975	27549	57922	49382	27462	20545	51449	45096	 1052	38609	 1536	33619	24496	44285	49099	50104	20921	53500	12888	37523	37863	38984	 7488	40169	 6983	38035	24731	48215	27900	50210	45612	22637	12620	51182	52917	 2176	33746	57680	27337	41461	56997	25137	 7976	 2899	48783	46821	45594	 3097	35130	37010	32166	35018	16737	41188	39577	 7002	57422	25482	14316	40971	  400	 5736	53166	38054	26348	53311	30101	51215	29346	14553	51070	17535	50763	56860	
204		 4583	33196	10953	33465	18082	25774	32587	19864	35593	35478	39339	33078	21636	 3583	26270	37497	51485	25041	15919	 9963	42861	41905	 2755	54956	 5708	48214	18388	43047	 4828	43167	41541	39280	11855	19433	34651	30841	14979	49684	21726	29568	13929	10253	33091	59059	41652	35708	 7077	15203	53256	47235	52514	 9410	18930	  760	17924	56719	36077	25927	 9356	56314	16137	30865	47024	41972	53617	21729	49836	41367	40472	11843	31274	53671	37054	24381	16980	39758	33887	 5051	28502	48608	50141	49597	50132	28175	 8541	33895	57361	56384	 8284	12366	40052	25818	13004	47533	37686	42795	26486	 6734	31888	  900	19615	35143	12875	 8780	19861	52010	38169	47306	16874	43076	48566	38982	52693	34576	25075	28308	57303	51509	12973	59261	29995	 6297	 8381	 6052	57664	 7773	22171	32405	20045	 4384	 8341	43412	16047	22553	12956	42298	39475	30209	 7781	30392	52978	 4708	11815	 9758	34689	22515	11234	45941	28477	28021	56126	35871	33046	16857	44273	50179	15100	44288	 6342	39557	57698	28918	14085	41755	35425	41655	40120	50510	29462	41765	44378	58167	29625	 2077	43092	 9089	32090	54932	 7543	25127	 1134	 3899	28338	41320	13833	26324	53523	30510	 7503	55268	 3582	33188	51196	17658	 2431	37426	58416	36981	16762	15129	13299	13676	19716	39301	39146	26370	35157	26241	59207	29236	50490	27425	13214	33373	 3089	 1388	42844	57044	 6015	50007	30004	13044	18610	12367	
205		33541	50408	 7284	31725	15808	17755	18760	36533	56926	31938	29733	31372	18169	54711	51971	 9919	20126	 6269	15174	47253	49036	35808	41200	27312	 2062	57876	16134	28426	56982	32654	 2891	45687	 3746	51545	 4418	46436	24333	34434	28233	36763	21139	 1244	30225	30907	30939	23250	36059	17334	47506	12507	39330	34171	  325	23341	38371	10576	27368	39628	55602	22038	42436	15095	18162	 4646	 7839	43844	39061	49550	11787	36735	58473	20141	 8863	47208	56188	53854	45079	10952	20350	18635	49871	 2460	13795	46114	57490	53251	33810	43284	14461	 8417	54457	53133	41404	28105	59798	23448	34449	 9124	11872	11780	37869	 7520	33113	57873	46946	50177	 2492	   50	34918	35965	34189	39997	28973	34797	33601	13649	28140	35691	23766	10504	 5788	18949	45182	23635	55358	48791	52664	58439	15964	32459	20920	 3370	47785	42565	31359	 3835	18573	 4035	50878	11388	59539	50160	26387	10140	30926	23108	39274	39624	17068	32047	 6364	32895	13783	15877	45187	11618	 7984	51009	40502	 4676	49561	37110	32049	39021	 9098	41266	33551	48743	35548	 3936	30708	36146	53744	49758	20344	54712	44687	15331	50025	 3742	47964	54820	   88	16017	 3277	20532	38831	56398	13753	50092	14909	 6563	47580	 3310	47449	33539	10583	20837	41810	20976	43116	37799	47397	25713	 4007	17348	39320	33211	21141	12537	52677	36661	53871	56998	18746	34880	 2156	42281	42428	49427	26459	37458	46905	56076	
206		 7441	41388	32089	  557	44310	26965	23791	 8721	53838	36638	43422	39693	13199	 9138	18262	 7834	48416	25424	10616	47876	31664	21329	26407	31622	41180	30000	55631	35514	47470	13763	31351	23462	46621	10113	 2315	 1803	39998	42773	31110	53869	10293	26916	56645	32414	38157	18694	 7730	38539	38866	49713	18748	 4634	33516	58637	30629	25683	18685	36824	16733	59803	37362	56360	58831	45852	14554	46088	55042	27638	 6012	50483	41027	 5340	54838	30557	57939	 3766	54725	24677	19648	31959	12743	 3429	10809	38450	12459	12141	37718	24331	21855	 1858	41879	58249	18234	38318	33104	56033	35634	12838	 3103	29300	22829	28910	58972	 2286	  943	12575	  571	13664	20020	42169	15937	30223	26172	43409	35529	26097	54148	24280	41873	12653	30585	17665	46628	18565	57947	44776	25605	22335	39892	55024	57518	48425	 2040	50580	22998	46006	29329	12964	40726	48822	26408	 5764	15978	22013	47448	26820	41472	49372	20282	12008	 8290	 1824	 6046	49208	39858	47132	24397	44372	   33	10767	57659	44030	41246	 8136	58019	52792	33003	27827	53279	28012	40040	 1255	11933	 4503	57250	  622	 2520	14775	25146	 2221	22863	  338	 5692	10179	59368	 7491	34883	46833	54560	37842	 5864	42422	33556	 6738	38348	32551	53643	56649	59942	 3759	23524	50651	56986	49156	48110	46377	44185	 5326	49053	34545	33279	12273	11620	20658	24977	12000	 3672	16003	17229	39936	40091	44920	37454	15511	
207		18616	46235	28194	38179	52218	 6335	34212	 4286	 5312	 9633	30549	30403	44942	34875	55155	50133	57742	39575	43705	58163	50864	36704	31995	 3797	 1696	36293	39447	44154	47133	17898	36581	38988	 6678	52386	30910	24412	 1991	 5881	 3158	52796	15902	41857	47358	 1639	55172	 4266	 1810	 5473	26078	41045	35796	25389	 7030	40077	 2752	21836	32112	57483	32996	 7015	55486	58213	44077	48925	 2833	48724	56565	 2039	25917	57982	 3400	24666	33890	40184	54789	11150	 9964	40839	51001	49117	17015	40554	  599	10468	46058	22560	 1125	56782	18488	15238	22224	37626	43580	56979	34477	11130	37180	44998	48802	13743	37642	58022	40562	10814	56755	28730	59031	59510	15181	40911	56317	59543	57091	22951	55902	40476	12564	37020	48089	39383	26171	25680	  481	33132	 7402	10812	21043	22233	36946	12133	14869	21657	19670	35150	45386	54105	12411	34490	44188	 9245	41402	25932	18860	56156	18222	 9117	14591	55638	37998	59901	50114	 8499	29524	26543	29065	24668	34324	28429	 4900	 3048	31294	 1610	  411	16955	22221	57843	 7495	36702	17349	27478	 1712	39283	28951	12659	35473	21362	19551	32671	   89	16531	  347	36482	38291	 1039	27219	51074	33272	16950	22911	59243	49850	 8069	46466	23845	26100	 1474	18179	35646	 6731	43915	24703	30125	 5498	41851	23507	10474	53594	 2525	 8320	22262	47916	31406	18138	19542	20194	35044	35391	 9216	 6511	18553	48141	39859	24635	39336	
208		20886	 2004	37148	 7177	14496	15788	48688	58299	32410	11385	 4156	28777	 7432	11413	20616	28930	25036	 4605	 7447	41370	43881	 8914	 4988	57431	44312	 3458	38908	39609	34735	54686	 1888	10356	34117	25597	48423	 4537	45836	45981	16278	40495	14151	19858	25724	 8731	31001	  887	24843	40587	 9225	34847	18274	53393	 9199	14270	33945	28205	55257	 5197	40325	 1222	52961	48200	53922	 7977	34676	47783	39201	38145	27143	35789	31254	37127	 9341	 7974	24161	10940	48097	43671	44520	 6542	41821	16221	 7655	33775	13798	  110	47343	33048	42100	 2791	42222	41871	 4121	42214	54564	47464	25361	 4675	49365	50657	56204	36389	33691	 1061	 2782	11425	58135	 3116	58050	40693	24777	45444	 5886	38092	52195	 7374	10543	 1523	 1830	42336	43088	56222	43055	38536	28067	57300	  816	15123	43721	57066	20862	21267	50591	46354	42695	18683	30694	22712	38962	16938	 2105	54806	53274	54207	10678	56519	  420	16535	14689	 1844	39025	46461	16915	56066	20815	43093	42837	12812	35471	15445	56327	36609	37551	 6294	50438	29512	21134	46907	 2814	11357	30258	17683	38044	35982	32337	25856	52004	42188	37822	42838	48793	30776	54162	54075	10633	14341	39370	29754	54947	26566	59743	 4929	45433	54535	 2957	23170	29890	28681	18160	21999	43251	 1149	51353	59780	55736	54921	33646	58742	41235	51919	28065	24386	 7550	56406	39827	40934	58499	41261	30547	18358	27029	55082	39118	36868	
209		11987	57263	33875	53175	57145	26668	35442	11949	47895	29121	58880	32473	54851	57730	43094	22363	57962	49621	45133	36210	38328	44081	52394	49751	22251	48043	39680	34999	33884	54669	58956	20273	57391	 4711	49152	19868	54744	33174	28183	33122	42513	28424	25148	 2095	30159	30584	41697	13858	26552	37709	 5506	34187	13722	 7814	32368	55380	32489	44831	49995	23932	17080	54500	 8457	  288	10330	48108	26728	50183	37864	12089	44838	36163	58378	  973	  112	24364	59297	31905	59318	52226	18824	29340	 3650	10435	15926	46505	16817	  886	26261	27418	42805	24707	13545	47573	44245	 9660	17465	17279	59134	32599	44842	46741	31661	35546	 9541	49847	15509	34089	19935	36339	52354	11577	44727	56959	39771	11320	51198	58026	39361	57081	 6504	44143	 6720	40791	29024	24237	40287	45713	51863	45824	37248	16103	21667	36842	42172	  758	 5774	 8802	18832	12941	57980	49081	13846	50559	 7643	59372	45427	31824	16385	45024	50553	40809	43484	29389	48088	29716	33145	16891	28552	42921	34978	34563	17707	24483	35273	12916	17078	27223	 2401	10477	46212	 4637	43674	36209	24960	41315	37052	29429	54848	 6816	 7108	44316	23688	26576	12236	50564	27336	39239	23045	53434	 7307	 9716	48240	43168	21327	47493	52570	51168	39321	40392	35878	23631	29186	19178	50787	32926	48343	32767	 8323	33463	24798	32563	56639	18925	 8642	13775	11962	56163	20924	24876	28759	41938	15593	55968	
210		20856	 2100	40156	 7505	35281	33965	26807	12065	30268	 2941	42526	52038	59651	33085	53604	10083	51002	 4297	45985	58537	18154	 6189	55596	55337	 3497	47199	48064	44784	40918	23965	 2020	33016	 1994	47756	19595	37554	44542	  961	54994	 9022	34281	58292	18219	12467	17319	 1806	53539	14112	54044	58994	39630	10127	20667	44126	19038	 7019	37296	32238	14683	39574	35068	26149	47033	33710	53741	47777	51683	 8830	34896	25553	 7922	28627	53472	11506	40247	41198	54745	28971	50612	16989	36056	34736	 8983	 5395	13069	16689	54692	52243	44775	36590	24403	16336	26328	36628	32320	51625	 2846	39317	15396	 7952	36807	26800	45288	40407	 9867	45609	32194	26414	35400	18618	48063	38237	 6927	15049	28880	22525	55183	27137	25217	11092	11380	 5105	54363	58916	38362	44661	29149	19452	38434	26284	51693	44368	34078	51050	32101	38792	29404	 6388	51430	50512	58321	21925	21417	52097	29436	12039	 9970	35499	19270	38710	51269	46816	 3210	28613	29800	38722	36441	55078	34823	44452	31702	11284	30636	21451	44119	59698	49515	 6306	40869	42141	40459	18945	53765	54213	32332	28479	27511	34258	37511	17871	44195	21995	12984	 5677	18883	36154	46112	56107	22840	26711	 1409	56051	 2983	 9238	 8559	31282	28658	24779	24367	29616	30107	25519	49877	47102	37609	47490	 6317	  619	 8264	 1454	32189	10566	50288	11878	43309	34182	57681	23460	16329	54864	 3846	41904	41391	 6941	
211		42136	53157	56928	24623	21290	 7722	 3499	28177	31972	17277	 3637	57042	53406	26669	29766	16322	41018	31052	25338	27901	20375	22736	10756	31685	41147	40267	16810	59487	49008	55634	19102	31831	23748	10202	54731	20010	50500	32962	59010	55096	15975	10448	45778	48285	46530	33903	13662	12821	58575	 9504	59389	54579	10770	49950	21400	 7799	47858	44172	32760	 4910	38215	 4598	27672	30424	32058	34149	16839	17861	53736	44322	29709	35658	14573	22873	47457	19937	56397	34471	 1622	32793	59910	20893	14072	22259	24283	29536	25650	48827	41850	36968	47983	49167	31797	47291	 5371	56148	 1276	48273	52323	14357	36103	52979	23020	12011	27832	27339	56595	37566	59858	34009	 7606	50782	42874	18314	19219	32316	54420	 7045	 4303	  164	27631	48785	54859	26838	25117	40881	40103	22145	20847	 1144	57829	 2245	49251	38453	 9840	55157	15126	14283	50837	56411	42954	52416	 7214	50937	18509	 7897	31213	27927	34317	58744	53587	44867	 4798	11965	55720	17711	14646	32255	20140	49700	37676	44466	47645	 5465	19819	47073	22631	30923	28750	 9444	16246	16465	19231	 8855	44090	31464	53598	57581	34422	22566	37073	44318	29828	38910	15305	 8036	 9808	18772	42021	 6088	33961	45366	13344	38094	50516	46216	36758	15099	 4313	32117	20806	 7445	16191	17736	40821	 7710	49997	28253	59617	20902	49096	59987	55371	40517	 1512	31635	56935	56785	54714	59903	51421	55642	53579	21535	
212		14465	46400	 1645	 7700	16867	 2681	55583	24135	33083	 1040	14308	 2512	53211	43106	34409	40221	 1367	27169	38827	37711	56895	31611	 1500	55075	54945	38379	31417	27295	14111	24457	30072	 7840	51626	52638	36116	13053	30307	35621	47137	46760	 7182	49341	 4984	40785	10810	40026	44458	30505	36827	29774	26247	37518	29592	34624	44812	21477	18863	40986	 4753	22204	34013	57127	31700	 4854	33129	50042	25763	38721	 6973	36076	10672	 5901	40688	27905	58722	25990	12762	19523	 9526	15330	21432	26833	55983	59292	47993	16449	58794	15377	59034	59473	47809	24561	56855	12060	51983	24449	27556	35321	25972	54294	36038	17840	51722	52015	 2232	   31	13330	14807	20365	52823	17449	 8752	18703	11174	58476	57033	52209	41718	23684	16147	30186	21408	18923	42067	29582	17767	30662	  473	28888	39764	40255	48545	  512	41634	53106	27228	56709	25531	37267	42767	23186	 8119	27524	 7339	 8317	  863	23456	29115	49121	36833	18181	  312	19489	  105	13370	49733	12871	14115	37465	27894	13487	 1822	19634	20892	12311	57782	 1359	17134	24650	54466	48649	22614	19173	46678	42999	27784	32507	59742	47700	24260	 5711	29308	55877	 7765	51777	27033	 1051	18701	50050	51040	44921	11123	 1653	38580	 8779	32893	11253	45004	40747	27428	33130	21375	59978	41890	23522	54549	26455	50035	24758	18455	11668	56071	20728	24651	38076	30810	18897	19688	47726	43465	39517	21488	28922	10956	
213		55857	30858	54652	34139	57718	 8150	 3431	 2904	56962	18039	42630	 4777	23482	16568	  415	16167	49449	 4707	31275	10694	 3324	48629	10280	52040	24495	39743	33568	23226	32224	21556	12566	43335	17780	25800	29823	19382	18604	22311	19987	21241	37145	53747	 7720	49822	12260	28825	43421	31290	12344	58456	15767	 3536	59486	59837	39546	33679	21776	18342	19667	28725	27013	42936	13328	 1089	27937	30366	14179	31567	 3354	10750	 7290	16557	15021	26283	26213	57369	16769	49308	41353	39626	13426	57880	 8677	10922	41688	17692	13634	50147	45509	38308	16824	29567	19295	25970	12429	 1661	47880	48906	31750	12697	58512	51913	 9201	13606	58285	56006	33306	21342	38603	11547	21184	15841	 3373	46561	 4627	 8076	31590	 5602	21644	45297	51805	44672	32609	16877	16400	56101	47311	 4978	 2059	16021	21850	29066	42929	41927	 1458	23055	17690	33843	 6752	41173	36296	15498	17678	23165	56422	16772	 6737	34411	55747	41572	42500	15102	10669	17413	28949	56072	 3255	52954	37841	36195	46247	35060	15262	36159	 6608	38125	22436	51500	20021	50339	48880	 1757	 2729	19952	 6432	39544	20907	 2719	43226	  298	14675	57184	 7926	18777	14902	 9146	15856	58478	45052	15666	43863	49726	 7689	20788	39134	57511	11294	35155	49941	42182	41398	31018	 3133	50749	38661	 2878	54967	51466	37109	59245	 8359	25824	13456	45293	40424	12604	17312	50427	11902	21774	 8703	53797	38686	40434	
214		13654	 8819	37951	20064	28337	54175	58418	11387	59834	56874	53773	56916	17813	12359	 8270	39295	52444	 6274	52255	 2733	55940	28254	49691	29433	35497	58495	35669	  160	 5561	  971	 2170	22488	39265	32025	46175	25025	48953	30931	41189	19942	 3108	48159	55764	27747	53320	34925	33501	14857	54701	32941	38675	57786	47157	16648	30400	31958	49817	53906	34690	  768	 6241	53011	 5441	55081	10838	24181	32029	 7679	57623	19361	50748	 8593	55256	34588	40603	34934	58577	 5274	44246	 8735	30178	39186	 8676	48630	33740	40589	35480	48489	 2747	40496	19158	21348	47814	58629	57071	47782	51642	46640	 9226	 9328	44419	41033	 7365	20032	59009	26480	38654	35333	31922	42047	30500	 4681	18142	56139	23921	42323	36072	37357	28826	27189	10409	36207	58706	41236	42175	56705	 8048	13837	23795	 9813	42872	31879	53185	58304	20209	30828	41423	18982	23039	  858	40903	29422	16331	15836	43919	57487	 1774	57468	13738	43729	40310	53948	33558	50353	38743	20247	20648	38794	 1059	  414	29227	58638	44153	28523	 8003	 4187	43793	35352	22511	 8179	56035	38260	51783	41545	38415	10375	56831	46535	23808	37261	25064	53244	17636	 2181	12423	59704	59923	27318	42714	54303	 4866	 4355	28634	58139	44740	 1817	52170	34035	18971	16644	33806	12887	11589	35082	52615	53551	21006	52113	50329	22291	30886	54541	10397	56172	 6869	14054	48348	 9456	 6668	26434	39599	 3741	24501	24097	
215		 4409	19052	26809	11811	40666	51582	44839	14618	46787	 3693	12259	45872	29148	45365	23535	24233	 6148	11420	 8402	 8843	31488	32070	15297	20708	35138	39779	28687	26369	53307	 3304	10762	11041	58954	36357	30193	 1481	42352	38294	 7935	35223	46537	36445	58177	41484	11274	17995	54888	55628	31418	 8470	44902	58695	18580	44359	57995	 4481	22292	 2283	40846	27178	 1446	12278	37491	39393	38106	21221	44007	44397	50677	33986	15234	25998	15101	40004	25230	21555	46199	19427	24428	56223	25145	56818	27455	 4912	27391	  641	48506	35606	57618	25699	44741	23494	14425	30287	31291	45597	49107	  595	56059	38303	57638	 3187	49113	45532	 9581	56603	44283	16358	44893	57338	32781	43307	21586	12105	15413	40818	28342	24658	12043	 4730	54022	 1197	37075	26560	 9582	33362	46634	20115	47676	33126	10705	 2451	32835	15883	55556	54582	39818	58613	10925	39016	24249	 6952	31383	51085	54391	  106	42622	 2174	44861	 1350	22627	31388	58848	37331	54671	12713	36132	44631	28525	23777	16573	14184	44478	 3841	17012	11643	49031	24881	32310	23118	21436	13880	38384	13390	11430	15042	 7498	53941	12224	 3952	 2269	23786	 9587	49539	16214	33162	17131	 6892	30992	 9853	24117	25027	41269	35912	15941	22966	42484	12712	55590	53458	26019	21783	45396	38788	18794	  842	31705	25415	46886	 4223	52733	48790	28049	 3909	 6157	24928	27431	47494	52286	18253	39350	22725	28630	 5457	
216		 5428	25559	24243	21024	53896	 2796	25078	26208	19183	48860	10161	51561	56221	46097	11330	20878	58444	43811	24605	41627	44768	 8458	12987	  490	46969	15503	41858	37121	40597	33621	37710	59996	56934	47898	28495	16706	   69	58459	42650	 3991	 4508	59165	 1309	53540	22035	 7712	53820	14289	59391	 8786	31476	53353	13582	10076	 5409	 1253	37420	52674	 3542	 4743	56724	34698	30987	56980	41567	44422	 3145	53286	49270	30816	27031	40697	37562	44374	16195	54792	27576	32412	50168	54565	17684	22072	 9821	33826	41909	44120	24067	16518	18345	27307	 8528	 4534	47374	  231	34650	20284	44669	 2623	13237	54598	 3214	57095	 7634	36290	57622	13326	21084	45823	49786	52774	15918	25522	26212	29487	55394	22932	37530	18745	53321	11559	 7430	54641	13853	44637	 6980	39416	23238	42105	51528	38444	33224	52205	22195	21562	42564	26731	58838	50727	27159	 3605	 9121	30102	57223	29021	 3425	16823	 7588	12619	59217	 8005	44937	12046	 4889	57050	 9680	 1798	37381	 4710	46897	24804	40330	47509	12779	44189	49762	41040	 2610	37979	 6539	59973	36285	46141	 2774	47935	53497	27961	57625	 5704	 4038	 4998	 7632	26634	55526	 4396	52851	54648	55467	38619	 4354	17528	46959	57558	 5937	42949	53009	 2373	17235	45475	20460	56751	52085	30716	25348	34056	 7269	59232	42464	  395	 1595	 1231	17041	52773	17598	 3295	56552	23443	12754	57365	31158	 4253	 3110	53172	51587	26945	
217		51875	 1598	20871	42313	30226	54845	41520	49967	32453	56553	10998	56567	16806	20356	18000	55301	29951	 2180	 1410	16458	43883	 2691	14819	36567	23303	29052	58253	12107	13892	54382	56885	36517	12924	53407	12249	17549	33232	20625	42152	45277	58208	34785	44070	 8510	46208	19451	13544	21574	30940	30667	36757	14633	34340	59260	34974	 8117	26068	22208	22404	12836	11986	24691	36876	31541	 7599	 9081	30954	59765	 9454	 8671	44968	 9072	24232	 1272	 6365	 5807	28713	 8304	  822	 2830	49544	15693	35267	27470	54885	16424	 5844	40988	47755	47513	 5957	41565	 2189	15848	14893	 5630	 5792	49543	27098	24297	21998	32419	17254	34894	59605	16304	37509	32952	33199	10341	46892	33311	 7489	41564	46399	30775	 8740	58477	43070	 7228	12134	12417	47193	45759	  826	17733	 8834	51221	21677	44194	12726	52895	44978	37375	24877	 7975	 6634	38388	11003	52398	16035	16622	19401	28113	59598	16996	56070	19234	16300	39882	38476	 9470	36527	18347	52899	26904	 4825	48772	31589	50711	55041	 6379	21392	11689	53390	 8231	32772	36458	38330	23129	 9175	55438	42646	19282	34940	49682	11957	31934	59577	28481	23782	38153	47885	52534	41306	13709	53681	54800	56883	43937	  725	48646	11494	48958	  383	31189	54587	22206	13266	 1813	45709	 6534	50161	 6933	18692	51893	40358	42818	34431	  368	13075	14130	57213	51542	17256	38937	 3345	45161	10402	12059	23648	31465	 9614	42534	
